"participant","language","musical_practice","key_resp.corr","key_resp.rt","trials","audio1","audio2","Age","Sex","Language"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.0987,9,"stimuli/B4.wav","stimuli/B4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.2161,10,"stimuli/Db4.wav","stimuli/Ab4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.0867,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.5818,8,"stimuli/Bb4.wav","stimuli/C5.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.2661,1,"stimuli/D4.wav","stimuli/F4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,3.9671,7,"stimuli/Bb4.wav","stimuli/Db4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.784,16,"stimuli/G4.wav","stimuli/A4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.0671,11,"stimuli/C4.wav","stimuli/Ab4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.572,13,"stimuli/F4.wav","stimuli/G4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.41,18,"stimuli/C5.wav","stimuli/C5.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.0506,0,"stimuli/A4.wav","stimuli/Bb4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.3008,5,"stimuli/C4.wav","stimuli/F4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.0168,12,"stimuli/A4.wav","stimuli/D4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.3676,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","56","Male","French"
"5f90c32f69122f1cebd1cc0b","French","n",1,4.051,14,"stimuli/E4.wav","stimuli/B4.wav","56","Male","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.5322,1,"stimuli/D4.wav","stimuli/F4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.4884,4,"stimuli/C5.wav","stimuli/Eb4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.4856,12,"stimuli/A4.wav","stimuli/D4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,5.2109,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.301,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.453,6,"stimuli/G4.wav","stimuli/G4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.4844,5,"stimuli/C4.wav","stimuli/F4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,5.1687,11,"stimuli/C4.wav","stimuli/Ab4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.3032,9,"stimuli/B4.wav","stimuli/B4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.3031,10,"stimuli/Db4.wav","stimuli/Ab4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.5046,0,"stimuli/A4.wav","stimuli/Bb4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.4219,2,"stimuli/F4.wav","stimuli/Db4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.2495,18,"stimuli/C5.wav","stimuli/C5.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.1702,7,"stimuli/Bb4.wav","stimuli/Db4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.218,14,"stimuli/E4.wav","stimuli/B4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.4167,19,"stimuli/Eb4.wav","stimuli/E4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.5036,13,"stimuli/F4.wav","stimuli/G4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,6.6378,16,"stimuli/G4.wav","stimuli/A4.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.3018,8,"stimuli/Bb4.wav","stimuli/C5.wav","24","Female","French"
"5f9405e45b97f81ee65b4d24","French","n",1,4.6763,17,"stimuli/C4.wav","stimuli/D4.wav","24","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.9007,1,"stimuli/D4.wav","stimuli/F4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.5228,10,"stimuli/Db4.wav","stimuli/Ab4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.310099999,16,"stimuli/G4.wav","stimuli/A4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.3838,7,"stimuli/Bb4.wav","stimuli/Db4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.388299999,17,"stimuli/C4.wav","stimuli/D4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.4678,9,"stimuli/B4.wav","stimuli/B4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,3.9553,5,"stimuli/C4.wav","stimuli/F4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.2019,11,"stimuli/C4.wav","stimuli/Ab4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.1039,12,"stimuli/A4.wav","stimuli/D4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.4,8,"stimuli/Bb4.wav","stimuli/C5.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.12,18,"stimuli/C5.wav","stimuli/C5.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.0759,0,"stimuli/A4.wav","stimuli/Bb4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.020900001,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.233299999,6,"stimuli/G4.wav","stimuli/G4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.1533,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,3.936200001,14,"stimuli/E4.wav","stimuli/B4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.3678,19,"stimuli/Eb4.wav","stimuli/E4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,3.8209,13,"stimuli/F4.wav","stimuli/G4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.0264,2,"stimuli/F4.wav","stimuli/Db4.wav","23","Female","French"
"5fae7413f4e32e31ed12a99b","French","n",1,4.0543,4,"stimuli/C5.wav","stimuli/Eb4.wav","23","Female","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.1118,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.5133,8,"stimuli/Bb4.wav","stimuli/C5.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,5.2784,4,"stimuli/C5.wav","stimuli/Eb4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.7026,19,"stimuli/Eb4.wav","stimuli/E4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.9672,5,"stimuli/C4.wav","stimuli/F4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,5.397,0,"stimuli/A4.wav","stimuli/Bb4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,5.1135,13,"stimuli/F4.wav","stimuli/G4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.0586,18,"stimuli/C5.wav","stimuli/C5.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.2628,9,"stimuli/B4.wav","stimuli/B4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.0959,17,"stimuli/C4.wav","stimuli/D4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.9174,2,"stimuli/F4.wav","stimuli/Db4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.9807,7,"stimuli/Bb4.wav","stimuli/Db4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.981,16,"stimuli/G4.wav","stimuli/A4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.8632,11,"stimuli/C4.wav","stimuli/Ab4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.9501,10,"stimuli/Db4.wav","stimuli/Ab4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.2788,6,"stimuli/G4.wav","stimuli/G4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,4.2954,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,5.0354,1,"stimuli/D4.wav","stimuli/F4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.7429,12,"stimuli/A4.wav","stimuli/D4.wav","25","Male","French"
"60343be3cf15a50a9268b4b4","FRENCH","n",1,3.9127,14,"stimuli/E4.wav","stimuli/B4.wav","25","Male","French"
"6078372e6e3075a6d763f5da","French","n",1,3.8634,16,"stimuli/G4.wav","stimuli/A4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.1683,14,"stimuli/E4.wav","stimuli/B4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,3.8582,8,"stimuli/Bb4.wav","stimuli/C5.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,5.5699,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.3849,9,"stimuli/B4.wav","stimuli/B4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,3.9431,13,"stimuli/F4.wav","stimuli/G4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,5.3064,1,"stimuli/D4.wav","stimuli/F4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.3439,18,"stimuli/C5.wav","stimuli/C5.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.5791,17,"stimuli/C4.wav","stimuli/D4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.3437,4,"stimuli/C5.wav","stimuli/Eb4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.0822,6,"stimuli/G4.wav","stimuli/G4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.4858,12,"stimuli/A4.wav","stimuli/D4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,3.8689,7,"stimuli/Bb4.wav","stimuli/Db4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,3.8871,0,"stimuli/A4.wav","stimuli/Bb4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.0528,2,"stimuli/F4.wav","stimuli/Db4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.6343,11,"stimuli/C4.wav","stimuli/Ab4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.0691,10,"stimuli/Db4.wav","stimuli/Ab4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.566,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.4509,19,"stimuli/Eb4.wav","stimuli/E4.wav","35","Female","French"
"6078372e6e3075a6d763f5da","French","n",1,4.2683,5,"stimuli/C4.wav","stimuli/F4.wav","35","Female","French"
"60827e52a046c9b82574d391","French","y",1,4.5212,17,"stimuli/C4.wav","stimuli/D4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.7001,6,"stimuli/G4.wav","stimuli/G4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,5.2367,11,"stimuli/C4.wav","stimuli/Ab4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.5057,14,"stimuli/E4.wav","stimuli/B4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.6174,2,"stimuli/F4.wav","stimuli/Db4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.5047,4,"stimuli/C5.wav","stimuli/Eb4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.5885,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.5653,13,"stimuli/F4.wav","stimuli/G4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.649,7,"stimuli/Bb4.wav","stimuli/Db4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.607,19,"stimuli/Eb4.wav","stimuli/E4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.7175,0,"stimuli/A4.wav","stimuli/Bb4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.756,10,"stimuli/Db4.wav","stimuli/Ab4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,5.018,9,"stimuli/B4.wav","stimuli/B4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,5.191,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.6137,12,"stimuli/A4.wav","stimuli/D4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.8071,1,"stimuli/D4.wav","stimuli/F4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.7184,8,"stimuli/Bb4.wav","stimuli/C5.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.6661,18,"stimuli/C5.wav","stimuli/C5.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,5.014,5,"stimuli/C4.wav","stimuli/F4.wav","31","Male","French"
"60827e52a046c9b82574d391","French","y",1,4.6352,16,"stimuli/G4.wav","stimuli/A4.wav","31","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,7.8464,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,4.6531,8,"stimuli/Bb4.wav","stimuli/C5.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,4.7983,4,"stimuli/C5.wav","stimuli/Eb4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.0321,2,"stimuli/F4.wav","stimuli/Db4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,6.5774,12,"stimuli/A4.wav","stimuli/D4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,6.1459,0,"stimuli/A4.wav","stimuli/Bb4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,8.4164,9,"stimuli/B4.wav","stimuli/B4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,6.0632,5,"stimuli/C4.wav","stimuli/F4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,6.0804,16,"stimuli/G4.wav","stimuli/A4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,6.063,1,"stimuli/D4.wav","stimuli/F4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.8334,14,"stimuli/E4.wav","stimuli/B4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.081,18,"stimuli/C5.wav","stimuli/C5.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.2614,11,"stimuli/C4.wav","stimuli/Ab4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,4.7044,6,"stimuli/G4.wav","stimuli/G4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.3153,7,"stimuli/Bb4.wav","stimuli/Db4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.9617,17,"stimuli/C4.wav","stimuli/D4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.866,10,"stimuli/Db4.wav","stimuli/Ab4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,4.9473,19,"stimuli/Eb4.wav","stimuli/E4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,5.5619,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","33","Male","French"
"6089cd0a1c1541c29bb34c73","ENGLISH","n",1,7.1951,13,"stimuli/F4.wav","stimuli/G4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.6749,14,"stimuli/E4.wav","stimuli/B4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.2326,5,"stimuli/C4.wav","stimuli/F4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.3849,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.0093,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.0392,17,"stimuli/C4.wav","stimuli/D4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.4671,6,"stimuli/G4.wav","stimuli/G4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.8394,9,"stimuli/B4.wav","stimuli/B4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.382,10,"stimuli/Db4.wav","stimuli/Ab4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.1258,1,"stimuli/D4.wav","stimuli/F4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.0254,8,"stimuli/Bb4.wav","stimuli/C5.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.1171,2,"stimuli/F4.wav","stimuli/Db4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.0511,0,"stimuli/A4.wav","stimuli/Bb4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.3753,18,"stimuli/C5.wav","stimuli/C5.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.1265,7,"stimuli/Bb4.wav","stimuli/Db4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,3.9253,4,"stimuli/C5.wav","stimuli/Eb4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,3.9924,16,"stimuli/G4.wav","stimuli/A4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.0758,11,"stimuli/C4.wav","stimuli/Ab4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,3.7246,12,"stimuli/A4.wav","stimuli/D4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,3.9506,19,"stimuli/Eb4.wav","stimuli/E4.wav","33","Male","French"
"609436e99d401bc27b1ebe9a","French","n",1,4.0505,13,"stimuli/F4.wav","stimuli/G4.wav","33","Male","French"
"61018f718a8e893a7b3627e3","French","y",1,4.5712,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.1814,4,"stimuli/C5.wav","stimuli/Eb4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.3651,2,"stimuli/F4.wav","stimuli/Db4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.1876,6,"stimuli/G4.wav","stimuli/G4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.2223,8,"stimuli/Bb4.wav","stimuli/C5.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.2848,19,"stimuli/Eb4.wav","stimuli/E4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.4841,7,"stimuli/Bb4.wav","stimuli/Db4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.3842,17,"stimuli/C4.wav","stimuli/D4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.1489,16,"stimuli/G4.wav","stimuli/A4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.2076,13,"stimuli/F4.wav","stimuli/G4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.2683,1,"stimuli/D4.wav","stimuli/F4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.6839,14,"stimuli/E4.wav","stimuli/B4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.3636,9,"stimuli/B4.wav","stimuli/B4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.8014,18,"stimuli/C5.wav","stimuli/C5.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,3.8817,10,"stimuli/Db4.wav","stimuli/Ab4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.1829,12,"stimuli/A4.wav","stimuli/D4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.2644,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.1146,11,"stimuli/C4.wav","stimuli/Ab4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.5076,0,"stimuli/A4.wav","stimuli/Bb4.wav","23","Female","French"
"61018f718a8e893a7b3627e3","French","y",1,4.1795,5,"stimuli/C4.wav","stimuli/F4.wav","23","Female","French"
"610d671491693e4ff410860c","French","n",1,4.468,18,"stimuli/C5.wav","stimuli/C5.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.386,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.119,2,"stimuli/F4.wav","stimuli/Db4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.202,1,"stimuli/D4.wav","stimuli/F4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.215,14,"stimuli/E4.wav","stimuli/B4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.953,6,"stimuli/G4.wav","stimuli/G4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.986,7,"stimuli/Bb4.wav","stimuli/Db4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.004,12,"stimuli/A4.wav","stimuli/D4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.955,17,"stimuli/C4.wav","stimuli/D4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.787,4,"stimuli/C5.wav","stimuli/Eb4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.821,11,"stimuli/C4.wav","stimuli/Ab4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.032,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.79,10,"stimuli/Db4.wav","stimuli/Ab4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.951,8,"stimuli/Bb4.wav","stimuli/C5.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.816,13,"stimuli/F4.wav","stimuli/G4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.967,5,"stimuli/C4.wav","stimuli/F4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.902,9,"stimuli/B4.wav","stimuli/B4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,4.067,16,"stimuli/G4.wav","stimuli/A4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.935,0,"stimuli/A4.wav","stimuli/Bb4.wav","36","Male","French"
"610d671491693e4ff410860c","French","n",1,3.905,19,"stimuli/Eb4.wav","stimuli/E4.wav","36","Male","French"
"613334cf5293abe84a78239c","French","n",1,5.7503,17,"stimuli/C4.wav","stimuli/D4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.6798,11,"stimuli/C4.wav","stimuli/Ab4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.7339,9,"stimuli/B4.wav","stimuli/B4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.5504,3,"stimuli/Eb4.wav","stimuli/Eb4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.5172,4,"stimuli/C5.wav","stimuli/Eb4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.2808,19,"stimuli/Eb4.wav","stimuli/E4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.8501,1,"stimuli/D4.wav","stimuli/F4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.224,14,"stimuli/E4.wav","stimuli/B4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.5359,0,"stimuli/A4.wav","stimuli/Bb4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.4673,15,"stimuli/Eb4.wav","stimuli/Bb4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.3167,7,"stimuli/Bb4.wav","stimuli/Db4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,5.198,13,"stimuli/F4.wav","stimuli/G4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.2532,2,"stimuli/F4.wav","stimuli/Db4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.1474,10,"stimuli/Db4.wav","stimuli/Ab4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.124,5,"stimuli/C4.wav","stimuli/F4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.331,12,"stimuli/A4.wav","stimuli/D4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.0675,8,"stimuli/Bb4.wav","stimuli/C5.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.2479,18,"stimuli/C5.wav","stimuli/C5.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.1587,6,"stimuli/G4.wav","stimuli/G4.wav","35","Male","French"
"613334cf5293abe84a78239c","French","n",1,4.0325,16,"stimuli/G4.wav","stimuli/A4.wav","35","Male","French"
"61519988b1ae1bd33e03675a","French","n",1,4.6379,0,"stimuli/A4.wav","stimuli/Bb4.wav","26","Male","French"
"61519988b1ae1bd33e03675a","French","n",1,4.3328,10,"stimuli/Db4.wav","stimuli/Ab4.wav","26","Male","French"
"61519988b1ae1bd33e03675a","French","n",1,4.4835,18,"stimuli/C5.wav","stimuli/C5.wav","26","Male","French"
"61519988b1ae1bd33e03675a","French","n",1,4.1587,7,"stimuli/Bb4.wav","stimuli/Db4.wav","26","Male","French"
"61519988b1ae1bd33e03675a","French","n",1,4.1537,17,"stimuli/C4.wav","stimuli/D4.wav","26","Male","French"
